2.693,4.407,4.646
2.538,4.557,4.011
5.124,3.018,4.878
6.054,3.955,5.447
3.476,8.613,6.009
5.91,4.469,5.528
5.534,4.191,4.169
3.647,7.774,7.623
6.503,6.876,8.117
4.756,2.592,3.242
2.899,1.963,6.622
3.249,4.816,4.052
1.324,4.685,4.993
8.343,5.586,8.572
4.8,2.394,3.08
5.674,3.819,2.164
4.752,5.492,9.137
5.414,4.765,10.247
3.778,5.289,5.462
2.498,7.706,4.077
6.241,6.026,7.95
5.814,5.496,7.777
2.567,1.648,6.664
0.736,3.427,4.51
1.491,3.935,9.527
5.608,3.558,3.709
6.46,1.243,6.583
6.046,3.407,9.089
4.534,2.794,3.922
4.668,7.649,7.924
6.059,3.984,5.604
6.342,5.204,4.409
1.065,2.285,6.185
6.794,7.037,7.89
2.608,5.603,3.279
3.066,4.599,8.171
3.614,7.536,6.456
5.104,1.228,6.441
1.961,2.672,6.996
4.235,2.671,4.91
8.661,4.368,8.611
2.559,2.029,5.69
4.407,4.836,8.634
6.465,6.471,7.974
2.291,3.052,6.701
2.011,3.711,9.564
2.283,1.911,6.34
1.96,4.7,3.912
4.826,2.868,5.305
3.495,4.433,3.988
8.103,5.968,10.398
4.947,3.209,4.101
4.095,2.121,6.563
6.18,1.268,6.958
4.613,2.807,4.019
2.489,5.65,7.95
6.497,4.15,7.757
8.561,4.232,8.209
2.716,5.95,5.131
2.437,2.932,9.806
6.223,1.622,9.798
2.061,4.689,3.752
6.162,6.889,8.773
5.733,3.424,6.945
4.454,1.478,5.046
2.135,5.014,9.528
2.681,4.768,7.067
3.187,5.412,3.504
4.887,1.265,5.981
4.01,5.459,3.737
7.412,4.306,9.273
5.077,3.313,5.537
3.215,5.439,3.168
4.945,2.634,5.679
1.692,2.881,8.765
3.038,5.441,9.245
3.981,6.22,2.721
4.851,8.416,9.642
6.499,7.618,7.212
3.228,7.954,6.04
5.267,2.424,0.712
1.936,2.828,8.423
5.611,3.367,2.821
5.674,6.433,9.025
6.697,7.54,6.685
8.725,5.024,8.947
1.719,6.06,3.454
3.697,2.839,4.772
2.262,2.282,8.096
5.277,2.901,1.659
4.055,5.685,3.576
2.737,2.412,5.948
3.267,4.41,7.053
4.826,7.804,5.197
7.325,0.183,5.192
4.937,6.682,3.419
5.279,4.93,4.087
6.868,7.038,7.767
7.216,1.904,6.27
3.703,5.579,3.336
4.493,7.484,4.959
6.45,1.266,6.813
4.789,6.562,3.494
5.003,2.555,2.441
6.024,3.988,5.127
5.659,3.803,2.335
4.698,7.575,5.31
4.803,2.942,5.476
3.925,3.515,5.661
6.176,4.638,5.685
3.899,2.536,5.791
8.055,5.075,10.051
6.862,4.663,8.366
2.462,3.922,4.322
6.079,7.902,9.785
3.931,8.649,7.56
3.142,5.664,3.156
2.245,2.017,6.965
8.434,6.13,11.116
4.497,2.468,5.785
3.637,7.56,6.361
4.851,3.71,5.989
2.96,4.97,6.785
4.803,1.245,7.03
6.038,6.045,7.642
2.355,5.426,6.256
3.304,4.226,10.108
1.725,4.468,5.679
3.082,4.632,5.101
3.472,5.543,8.726
5.852,3.627,3.976
5.389,2.641,0.58
4.717,5.701,6.284
2.004,2.745,8.222
1.98,3.208,5.52
3.092,6.406,5.066
5.105,2.441,2.699
4.728,7.223,5.546
5.43,2.292,4.365
6.594,7.087,7.436
3.602,6.116,5.941
8.648,5.936,8.628
3.722,4.196,4.354
0.78,4.267,4.26
6.124,8.447,5.162
5.847,1.934,5.264
4.095,6.771,5.251
7.026,0.877,7.9
5.709,3.159,6.732
5.964,5.975,8.035
4.01,7.202,7.882
2.188,3.279,10.158
3.949,5.999,8.935
6.448,5.507,7.822
4.725,3.684,9.575
4.225,6.082,2.807
7.327,4.287,9.14
5.894,3.782,7.026
4.06,7.363,3.694
7.5,5.042,8.651
1.35,3.919,8.155
6.688,2.407,9.532
2.472,4.089,4.973
0.472,4.476,2.926
3.838,7.752,4.418
6.065,4.041,5.328
3.109,2.926,7.729
0.489,4.187,3.119
3.887,7.42,5.337
2.106,2.702,7.411
4.017,5.934,4.28
6.468,1.254,6.59
6.142,8.329,4.753
6.335,6.495,8.161
1.689,2.847,8.484
5.471,5.788,8.563
5.2,1.281,4.014
4.507,2.294,6.262
4.835,5.733,10.631
0.634,4.114,2.751
6.082,4.464,7.326
1.466,3.68,5.185
1.954,4.226,5.169
6.772,7.354,6.078
6.207,6.309,8.13
5.964,2.279,10.012
2.961,3.395,10.215
6.067,5.181,7.031
5.833,4.858,6.973
6.852,0.627,7.836
5.137,7.231,3.302
3.706,1.761,6.816
7.315,1.954,6.845
1.003,4.472,2.863
4.899,7.926,4.714
5.921,2.245,7.066
3.902,3.572,5.775
1.954,4.019,8.079
6.52,8.332,6.029
4.718,2.703,6.462
5.898,3.795,4.967
4.113,7.337,4.392
5.128,2.649,1.103
5.432,3.214,5.917
5.205,6.612,9.066
3.048,4.976,8.746
2.929,3.242,8.712
1.439,3.442,8.578
3.605,2.108,7.407
3.635,2.11,7.239
6.149,8.458,5.688
1.76,4.262,8.05
6.183,5.926,8.111
5.28,3.745,6.007
2.273,2.506,5.607
6.287,7.47,5.732
5.443,3.465,3.056
3.061,5.717,3.11
4.16,6.818,5.787
8.856,4.433,8.385
5.451,2.694,1.185
5.66,5.029,7.379
3.15,4.433,7.238
3.029,2.589,5.572
8.641,4.322,8.36
5.772,1.614,7.368
1.769,4.149,8.047
2.314,4.53,3.768
4.728,6.699,6.896
3.187,4.405,7.334
5.331,4.35,6.193
4.766,3.492,8.991
5.264,4.069,9.816
1.937,5.343,4.364
4.669,1.502,7.017
6.951,0.821,7.213
5.139,2.542,0.423
6.15,6.248,7.611
7.723,5.479,8.486
8.593,4.299,8.301
4.738,3.762,9.578
3.512,5.188,8.435
3.746,4.705,6.104
2.371,2.106,6.2
6.094,6.036,7.768
7.034,0.683,7.141
4.001,2.503,6.035
2.881,1.819,6.598
4.597,5.115,8.573
5.95,8.032,8.025
1.809,2.786,8.665
5.374,3.131,2.454
4.814,4.912,5.032
1.262,4.629,4.038
6.171,7.6,8.63
2.378,3.521,9.593
7.348,1.981,6.447
4.847,7.351,7.674
7.603,6.745,9.957
3.714,8.168,6.997
3.913,8.189,6.346
4.71,5.709,3.849
4.746,1.078,7.423
4.47,1.311,6.274
5.416,5.06,10.398
5.396,3.685,6.31
4.044,6.229,3.177
2.375,3.257,6.7
6.116,7.655,8.847
7.28,6.194,10.343
2.941,4.917,8.633
2.154,2.159,6.515
4.557,5.717,5.999
6.464,4.867,6.201
4.091,6.825,6.127
5.309,0.798,6.566
4.809,2.348,3.612
4.678,3.133,6.264
8.26,5.082,10.648
1.786,2.903,9.3
5.76,2.587,9.927
6.237,1.737,7.069
6.555,7.591,6.96
5.223,4.393,6.873
5.328,2.328,0.326
6.164,5.228,7.163
3.604,2.811,5.048
4.667,7.729,4.883
6.807,6.001,10.658
5.542,6.243,4.29
6.515,8.098,9.425
2.512,7.807,3.696
4.341,2.99,7.197
5.463,3.682,3.609
7.365,4.955,8.854
4.861,7.711,9.599
4.93,3.248,9.912
8.488,5.347,9.02
7.326,2.021,6.373
5.983,6.085,7.787
3.769,3.243,3.759
5.55,3.493,3.431
5.964,3.853,4.861
2.62,5.54,8.044
4.96,7.966,9.135
2.731,4.66,3.954
5.655,3.808,2.432
0.823,3.546,4.445
2.785,2.875,6.027
4.879,3.755,5.793
5.187,6.866,9.726
2.648,6.847,4.753
4.935,2.873,3.176
2.332,2.003,7.579
5.651,7.399,3.464
1.505,4.344,4.84
5.827,7.53,8.834
1.086,2.299,6.168
6.392,1.81,7.318
3.539,2.796,5.055
5.45,4.465,4.788
5.384,4.523,3.966
5.422,4.374,3.747
8.528,4.218,8.482
3.309,3.276,4.766
5.124,5.377,3.595
4.692,6.639,6.247
3.014,5.726,2.994
8.221,5.944,8.254
3.673,7.965,7.535
4.932,2.928,3.243
5.05,2.62,1.525
4.378,7.464,5.314
7.301,2.082,6.535
4.843,5.533,9.489
5.474,3.122,7.607
5.088,3.249,5.421
6.733,3.191,10.268
6.133,6.87,8.742
6.593,6.948,8.87
5.565,7.858,8.525
5.932,4.893,6.493
6.259,6.243,8.331
5.89,3.218,7.183
5.338,4.325,6.107
7.008,0.385,7.72
2.161,3.016,4.662
7.258,5.243,9.883
6.858,7.493,6.198
4.495,2.254,6.038
5.78,5.44,7.683
3.376,4.35,7.136
4.886,7.827,9.857
4.884,8.225,10.274
5.333,4.638,4.087
6.512,8.192,9.477
6.374,4.085,7.172
2.441,5.716,5.528
4.733,5.954,10.789
1.222,4.909,4.644
3.203,7.971,5.823
1.848,3.044,7.986
4.733,5.549,9.058
5.845,3.59,3.94
1.676,5.954,3.581
4.739,5.753,10.475
7.306,2.075,6.293
4.347,6.974,6.595
3.803,3.262,4.119
2.654,5.574,7.991
8.126,5.474,8.506
4.674,6.491,4.624
2.253,5.251,4.492
2.938,7.523,5.3
5.223,5.266,3.939
4.568,7.486,4.806
5.527,6.341,3.002
3.155,3.867,6.186
7.704,5.862,9.063
4.878,7.608,8.875
7.81,5.306,10.155
4.837,4.29,8.258
5.371,6.782,9.658
5.208,6.64,8.849
5.532,6.401,3.232
7.354,0.158,6.432
6.517,4.431,9.255
2.832,1.76,6.369
5.073,6.478,4.637
6.28,1.752,6.599
5.478,4.356,4.837
7.274,0.141,5.831
6.573,8.343,5.76
2.909,6.075,8.872
1.659,5.796,4.066
6.157,3.86,6.706
5.014,7.069,6.987
1.712,4.382,6.216
6.77,7.543,6.399
2.273,2.346,7.373
6.515,4.914,6.099
3.485,5.536,2.732
2.85,4.706,6.84
0.287,3.612,3.587
4.288,3.485,5.613
6.864,5.839,8.128
3.881,6.972,5.813
2.759,5.76,2.686
2.001,4.853,3.82
3.342,5.18,4.499
3.662,7.716,7.646
2.968,3.381,10.192
6.109,7.558,7.151
0.875,4.126,3.079
4.02,6.22,2.689
8.902,3.955,8.705
2.587,1.561,6.715
6.412,1.345,6.856
6.389,7.932,9.084
5.017,7.888,5.319
6.777,6.398,11.264
1.794,3.024,8.3
5.858,7.405,8.733
3.443,5.192,8.852
1.36,4.4,4.067
5.651,3.576,4.485
4.804,7.777,4.94
7.193,2.087,7.109
6.236,1.708,6.357
1.191,4.797,5.295
7.346,0.156,6.899
6.492,4.24,7.651
7.435,6.347,10.024
6.63,7.425,6.925
6.14,3.907,7.282
4.066,7.381,4.218
1.418,4.316,3.777
4.666,6.617,6.346
1.76,1.75,7.689
2.946,1.898,6.337
1.822,2.96,8.609
2.135,3.86,10.412
7.046,0.479,7.179
5.669,6.376,9.011
5.519,2.393,0.167
2.981,3.426,10.21
9.526,6.172,8.71
1.626,3.355,10.218
3.977,6.403,6.415
5.407,3.106,2.073
2.767,5.795,8.72
6.19,6.171,7.971
5.592,3.272,2.554
4.375,3.029,7.303
2.301,2.098,6.917
6.362,4.24,6.618
1.447,4.427,5.976
6.286,1.781,6.182
5.008,2.805,5.414
4.861,1.113,6.453
4.652,2.534,3.801
5.958,3.899,4.845
7.316,0.186,6.866
3.845,8.208,7.074
2.257,7.225,4.798
5.534,7.529,9.889
6.824,7.007,9.513
3.181,4.132,5.406
2.215,3.436,7.656
6.139,6.359,8.46
6.184,1.867,9.971
1.898,3.802,10.069
2.872,8.011,6.055
5.067,3.16,5.208
2.522,4.158,5.938
4.456,1.597,6.95
3.877,8.069,6.223
6.479,1.409,7.317
4.876,3.537,5.691
4.884,2.93,5.177
1.487,4.145,4.539
4.398,1.24,5.195
5.039,2.692,2.066
6.042,3.9,5.198
7.313,0.177,6.904
8.733,5.712,8.337
6.496,1.423,10.078
5.195,5.248,4.365
5.073,1.962,3.727
4.462,2.532,6.152
1.492,4.698,4.664
6.984,1.244,8.416
6.974,5.475,4.386
6.635,4.593,9.805
5.613,6.078,9.198
1.701,5.648,3.485
5.16,2.212,0.012
7.755,5.416,11.222
6.744,1.525,7.322
2.465,4.857,6.92
5.077,2.307,5.406
5.59,4.674,5.133
3.8,7.076,5.775
3.675,7.761,7.52
3.706,7.814,6.278
2.792,5.787,3.337
4.935,7.054,7.301
1.577,3.387,10.01
3.277,4.697,3.935
6.673,8.43,5.981
3.658,4.319,4.286
7.015,0.748,7.418
1.814,3.061,8.095
4,7.387,7.755
7.044,0.542,7.424
6.416,5.177,9.107
4.277,2.807,3.978
0.296,4.456,3.408
2.151,2.387,8.162
7.413,6.342,10.089
5.427,6.295,3.284
4.487,5.922,3.472
3.277,4.68,4.282
3.395,6.785,8.512
8.133,4.853,10.093
5.269,4.817,10.214
5.486,2.756,6.262
4.263,6.025,3.734
5.435,5.343,7.579
4.659,2.634,3.188
4.682,7.723,4.782
5.609,4.229,3.789
6.027,6.899,9.124
5.412,4.534,3.789
4.693,2.404,4.043
7.686,6.151,9.28
4.777,1.756,7.018
0.632,4.175,2.705
5.508,7.845,8.29
2.472,1.651,6.776
2.473,4.833,7.311
1.825,4.347,3.964
5.532,5.024,7.604
5.037,2.631,1.76
4.992,2.995,3.789
5.201,5.448,4.516
2.549,4.569,3.517
2.613,5.623,3.16
5.666,3.448,3.252
5.578,6.197,3.351
6.153,8.47,5.147
5.513,6.343,2.845
4.444,3.255,7.257
2.445,7.715,3.964
0.33,4.489,3.338
5.019,2.557,0.059
3.519,5.595,3.23
6.204,6.262,8.425
3.113,6.107,9.824
6.151,8.563,5.543
6.447,4.339,10.403
1.279,4.459,5.639
1.893,4.036,10.066
5.504,3.691,2.51
2.503,2.251,5.728
5.475,4.294,4.632
6.544,7.55,5.851
1.467,2.992,7.598
2.073,2.441,8.6
3.57,4.217,4.789
1.525,3.334,8.296
1.96,4.362,5.665
5.086,2.591,2.7
1.773,5.041,9.574
5.217,1.352,3.547
3.046,4.723,6.876
4.351,7.036,6.988
5.46,6.347,3.39
2.138,4.218,5.805
2.016,4.349,5.608
5.356,5.416,7.181
6.992,0.737,7.303
4.943,8.203,9.474
4.679,3.371,6.465
4.955,7.013,10.007
3.218,4.79,3.807
2.696,4.935,5.61
6.094,6.935,8.907
2.882,5.762,8.509
1.972,4.41,5.672
7.467,5.119,8.599
4.85,4.192,10.186
5.307,1.278,2.985
1.028,4.582,4.354
6.696,3.95,6.739
6.188,6.319,7.744
1.195,4.657,3.985
2.503,4.762,7.264
7.017,0.72,7.232
3.66,5.639,9.337
8.691,4.357,7.948
2.289,2.154,7.528
4.09,6.17,2.865
2.227,3.031,5.057
3.378,7.841,6.067
6.686,4.556,8.154
6.307,1.752,9.471
4.648,5.194,8.818
1.908,2.666,7.169
7.055,5.863,5.064
1.038,4.903,5.286
5.366,7.746,3.318
0.69,4.05,2.936
6.835,3.884,5.015
6.239,2.072,7.378
5.69,3.592,4.05
6.352,1.645,9.265
3.651,3.491,4.692
6.358,1.334,7.019
6.134,3.903,6.494
2.702,4.634,9.619
4.785,6.75,4.163
7.206,2.223,7.538
4.695,4.404,6.55
6.359,2.634,5.297
6.648,6.336,8.239
5.266,4.849,4.369
3.009,4.835,8.992
4.193,7.293,4.804
7.356,0.191,5.485
1.365,4.607,4.274
7.144,7.309,8.014
1.171,2.847,5.377
3.809,3.326,3.823
5.146,2.917,4.767
3.61,1.522,7.338
0.377,4.37,3.375
5.618,6.239,9.276
5.16,2.686,2.777
5.175,2.436,0.566
4.5,7.918,7.07
1.353,4.339,4.105
8.642,4.254,8.421
7.529,4.755,8.847
3.562,3.774,4.126
3.534,5.624,3.273
4.747,2.785,6.544
2.356,2.661,7.359
6.049,3.741,5.101
6.21,6.341,7.579
1.538,2.393,6.796
5.302,5.38,11.061
3.385,3.276,4.435
4.485,2.833,3.827
2.245,3.231,8.134
6.535,4.814,7.534
3.267,5.285,9.538
1.695,4.474,5.657
2.564,1.562,6.731
5.966,3.861,4.864
3.861,1.876,6.654
5.54,3.183,7.964
6.354,4.745,5.789
2.22,2.977,5.387
8.668,4.287,7.63
1.243,4.325,3.465
1.515,4.549,5.502
4.469,2.134,6.405
4.644,6.738,8.181
2.113,2.072,7.046
3.97,6.049,8.879
4.736,2.697,2.961
3.188,4.149,5.541
4.445,3.873,7.367
4.741,5.165,8.944
4.083,7.358,4.415
0.479,3.864,3.497
5.666,7.376,3.47
4.715,2.299,5.578
6.543,4.574,10.103
6.083,8.275,5.115
8.568,5.472,8.974
7.055,6.271,10.673
4.826,2.935,5.366
5.296,3.083,5.54
5.583,2.434,6.999
3.323,4.28,4.053
5.276,3.069,5.473
5.169,2.703,1.27
5.693,7.39,3.588
2.689,2.701,6.741
6.588,6.999,9.438
4.626,4.363,9.928
1.176,5.772,5.181
0.874,3.456,3.992
5.192,3.194,5.604
4.706,6.223,3.797
1.888,1.398,6.85
1.534,3.314,8.455
3.084,6.697,8.685
7.218,1.943,7.183
3.297,8.008,5.603
7.966,5.814,10.711
5.649,3.793,2.331
0.672,4.112,2.758
3.327,3.76,4.875
2.131,5.162,9.584
1.436,4.679,5.775
7.296,0.171,7.091
2.687,4.404,4.151
4.724,2.58,3.333
3.483,3.99,8.546
1.817,2.449,5.607
6.095,1.827,10.935
3.564,6.343,8.362
6.404,4.521,10.202
1.289,4.68,5.556
3.654,4.333,4.228
4.812,2.801,6.185
6.737,1.193,7.733
1.934,5.348,9.65
5.177,2.893,3.935
1.576,3.658,5.205
2.533,4.597,3.627
5.508,7.813,3.7
4.095,3.271,7.956
4.51,6.768,9.828
6.463,8.29,5.981
4.017,5.93,8.166
1.924,2.68,10.353
4.468,7.018,6.481
6.019,2.065,10.165
6.313,7.66,8.68
5.186,8.18,8.789
2.46,1.666,6.508
5.116,3.281,5.638
2.675,5.951,5.217
3.174,6.416,4.783
6.194,6.289,8.109
4.589,2.731,3.534
5.732,4.726,11.383
6.184,5.322,6.33
5.389,2.203,6.103
5.729,3.061,9.765
5.448,2.845,1.954
6.024,7.513,7.262
6.721,2.659,10.271
6.344,7.536,6.346
0.848,3.697,4.033
5.238,8.173,8.656
5.871,4.764,6.616
8.398,5.62,8.599
6.555,4.379,7.783
2.859,6.113,6.209
6.639,5.264,8.138
7.275,7.689,6.378
6.515,4.633,10.222
1.327,4.3,4.379
6.287,1.437,10.362
6.988,0.903,7.927
6.494,4.195,7.534
5.164,2.897,3.799
3.221,4.277,8.306
3.762,5.564,3.317
3.591,8.159,6.572
6.21,7.4,7.122
1.845,2.832,5.9
7.371,0.24,4.959
5.981,3.9,4.904
5.251,2.351,5.869
6.301,1.673,9.471
3.724,7.885,6.547
7.327,1.986,6.289
2.547,4.618,3.97
2.219,4.535,3.778
6.538,4.254,7.777
0.544,4.158,3.292
4.06,8.067,7.241
2.181,2.307,6.288
4.948,7.991,4.96
2.602,2.327,6.081
8.687,4.372,8.233
3.042,4.6,8.135
5.753,6.293,9.18
3.631,3.32,3.566
1.725,2.364,5.861
4.917,7.033,8.233
4.399,5.952,3.99
3.178,8.677,6.032
2.533,5.228,6.484
8.063,4.766,11.229
6.404,5.213,9.552
4.893,2.289,4.185
8.159,5.999,8.09
6.709,3.367,7.503
8.271,6.226,11.038
4.365,7.039,6.815
8.823,4.358,8.182
5.813,6.559,8.9
5.065,4.349,9.689
8.609,5.493,8.834
4.466,7.47,4.965
4.628,5.192,10.322
5.955,2.023,10.453
6.563,4.374,7.717
6.253,7.147,6.502
2.74,5.98,8.573
3.084,5.333,9.375
8.798,4.077,8.695
3.135,5.868,9.674
6.292,4.179,10.208
5.463,4.547,3.795
3.889,8.158,6.511
5.332,3.032,6.818
6.444,7.635,8.523
4.659,6.251,8.148
6.338,7.505,7.31
4.704,6.861,8.06
6.354,5.458,9.874
4.614,5.832,6.342
2.993,1.754,6.936
8.193,5.992,8.186
6.242,8.572,5.008
3.859,7.786,4.255
5.598,3.678,2.823
6.653,2.802,9.339
5.526,3.14,2.263
3.309,6.602,4.754
2.632,5.817,8.212
5.938,7.008,9.398
7.292,1.948,6.595
7.063,6.919,7.936
6.182,7.279,6.774
1.502,2.613,6.572
2.535,2.941,9.783
2.015,5.335,4.601
6.435,1.721,10.811
1.937,2.894,9.729
1.714,5.658,3.48
6.639,7.294,6.401
5.649,3.738,3.004
1.578,4.314,9.523
7.764,6.471,10.873
7.342,6.13,9.941
2.572,2.015,5.997
0.584,4.235,2.885
2.469,7.392,4.487
3.28,4.701,5.644
5.43,3.335,2.889
1.761,5.643,3.076
5.597,3.668,3.052
5.454,2.542,0.362
2.348,2.47,7.265
6,3.261,9.311
5.353,3.052,6.741
2.706,3.624,4.416
5.35,5.982,4.758
5.034,2.591,1.786
5.45,5.36,7.504
4.607,7.537,4.917
2.914,1.944,6.519
5.501,1.091,7.49
5.383,7.656,3.156
4.322,2.785,4.093
6.168,4.003,5.843
6.184,2.121,7.616
3.663,8.183,7.284
5.463,7.93,8.712
6.367,4.196,11.364
6.639,8.225,9.477
5.931,4.886,8.311
2.862,4.999,8.346
8.369,4.214,9.681
5.471,3.691,3.584
6.083,8.501,5.872
5.276,1.816,10.368
5.364,4.445,4.176
0.689,4.112,2.757
5.491,4.368,4.459
5.259,4.924,4.351
2.941,1.908,6.315
4.957,7.05,7.134
5.075,1.974,4.583
4.848,8.423,9.66
6.407,5.416,9.538
6.846,7.456,6.081
2.974,6.749,7.188
6.117,3.896,6.549
4.986,7.779,9.436
4.851,1.542,6.152
4.557,5.393,4.418
1.683,4.342,6.169
4.159,7.765,7.165
0.873,4.556,3.506
4.753,8.044,10.334
5.425,3.419,2.928
4.071,6.096,4.299
5.581,3.745,3.268
7.565,5.657,9.247
6.415,8.271,5.999
4.192,6.273,1.992
6.298,1.615,9.39
6.753,2.761,10.027
3.318,4.355,7.508
4.743,1.379,7.036
7.316,6.231,10.122
5.516,3.376,6.265
4.363,6.001,5.642
4.846,7.789,5.047
4.642,3.455,8.343
4.746,3.283,9.612
3.53,7.668,5.857
2.818,2.892,6.2
3.963,4.453,9.887
4.924,3.136,5.033
7.35,0.22,5.04
6.058,3.028,9.872
6.089,8.489,5.812
8.632,4.297,9.032
4.745,2.768,2.58
1.678,2.383,5.948
5.46,2.452,0.446
5.233,5.2,4.087
2.407,4.305,5.308
6.446,4.831,5.974
2.294,2.137,7.474
5.19,1.999,8.571
4.273,7.363,4.869
2.582,2.154,6.053
5.639,6.063,4.643
5.361,0.802,6.024
3.464,8.55,6.069
6.402,1.815,7.382
5.671,7.506,3.834
5.338,6.256,3.952
3.727,4.645,5.503
2.207,1.782,6.498
1.574,4.239,9.566
4.459,1.673,5.006
5.404,2.883,5.457
3.755,6.161,8.231
3.695,7.89,7.387
1.314,4.674,5.02
3.291,4.308,4.245
2.606,4.762,7.222
5.582,3.601,5.476
5.114,2.853,3.965
5.072,1.577,8.171
6.583,7.698,9.678
8.687,4.163,9.625
6.941,1.728,7.683
2.693,1.844,6.366
5.644,3.601,3.827
2.605,4.958,10.278
8.72,5.73,8.421
7.418,4.276,9.166
8.814,4.113,8.67
6.184,5.326,6.355
5.59,5.738,8.956
5.277,6.354,3.735
5.634,3.71,3.517
6.164,3.928,6.152
4.706,2.824,6.031
6.168,6.386,8.249
8.685,4.339,8.185
5.858,4.826,4.511
4.5,1.944,6.095
4.003,5.475,3.937
6.004,5.144,4.912
5.44,3.774,6.109
4.746,2.754,5.242
2.409,1.723,6.626
5.034,1.717,7.794
7.363,0.205,5.898
1.251,4.449,5.643
2.024,2.572,8.77
2.956,7.162,4.959
1.748,5.341,4.26
2.623,5.056,7.658
1.646,3.879,9.564
3.172,5.632,8.265
4.807,4.139,10.149
5.583,4.207,3.656
1.483,3.041,9.354
4.376,3.057,7.576
6.057,3.871,6.667
4.922,7.011,3.568
6.875,0.975,7.246
3.064,7.232,4.964
8.604,4.244,8.502
5.292,0.763,6.764
2.138,1.826,6.994
6.629,4.626,10.633
6.294,1.516,10.313
4.556,5.583,8.931
3.853,8.174,6.552
7.33,0.25,6.096
7.154,1.872,7.497
8.149,4.805,11.212
6.71,3.451,9.719
3.544,3.481,8.95
9.141,6.065,9.023
3.64,4.204,4.777
0.417,3.819,3.36
6.51,2.496,10.084
2.292,4.957,4.087
1.617,2.442,6.137
4.161,6.255,2.18
7.816,5.866,8.194
2.694,4.131,4.239
4.11,3.055,4.554
5.121,4.997,9.819
3.484,5.622,3.384
5.18,7.313,3.338
8.636,4.241,8.471
4.731,3.399,8.892
5.152,2.674,2.793
5.57,3.244,2.749
6.41,1.922,7.511
5.775,2.019,4.811
7.966,4.244,8.915
5.985,3.847,4.98
4.856,1.073,6.302
7.838,4.228,9.198
9.193,4.103,10.009
8.836,4.377,8.398
4.823,8.185,9.708
1.601,5.894,4.131
3.784,4.194,4.52
4.807,3.885,7.74
4.752,2.945,6.906
4.643,5.091,8.733
4.541,7.083,7.116
4.84,7.886,5.212
4.538,5.968,3.556
8.534,4.192,8.711
7.191,4.329,11.349
5.674,6.271,4.351
4.476,1.6,5.066
3.525,7.93,5.32
5.389,1.53,4.896
2.003,3.677,9.507
5.309,7.613,2.856
4.481,6.861,6.716
7.898,5.252,10.058
0.88,3.702,4.151
5.605,2.208,7.464
4.861,6.691,3.855
0.689,4.928,5.531
4.11,6.816,5.095
